Word Index	IDF Value
610	1.096041
611	2.698101
612	2.698101
613	2.698101
614	2.698101
615	2.397071
616	1.166622
617	1.300161
618	1.141798
619	2.397071
620	2.096040
621	1.618919
622	2.220979
623	2.397071
624	1.493981
625	2.096040
626	2.397071
627	1.154032
628	1.442828
629	2.220979
630	1.795011
631	2.096040
632	1.853003
633	1.129899
634	2.397071
635	1.795011
636	1.853003
637	2.220979
638	1.375881
639	1.522009
640	1.919949
641	1.154032
642	1.618919
643	1.375881
644	1.336373
645	2.397071
646	2.397071
647	1.618919
648	2.397071
649	2.397071
650	1.584157
651	1.743858
652	1.397071
653	1.656708
654	2.397071
655	1.551973
656	1.698101
657	1.698101
658	1.919949
659	2.397071
660	1.618919
661	1.795011
662	2.397071
663	1.853003
664	2.220979
665	2.397071
666	1.743858
667	1.266737
668	1.743858
669	1.919949
670	1.919949
671	2.220979
672	1.853003
673	1.192951
674	1.656708
675	1.795011
676	1.698101
677	1.467652
678	1.551973
679	1.999130
680	1.656708
681	2.397071
682	2.220979
683	1.397071
684	1.999130
685	2.220979
686	1.853003
687	1.919949
688	2.397071
689	1.919949
690	1.999130
691	2.397071
692	1.618919
693	1.618919
694	1.283127
695	1.999130
696	1.283127
697	1.743858
698	2.397071
699	2.397071
700	1.698101
701	2.698101
702	2.397071
703	1.919949
704	2.397071
705	1.698101
706	2.698101
707	1.179587
708	2.397071
709	2.096040
710	1.235703
711	1.656708
712	1.493981
713	2.220979
714	1.999130
715	2.397071
716	1.250942
717	2.698101
718	1.584157
719	1.853003
720	1.853003
721	2.698101
722	2.397071
723	1.129899
724	2.698101
725	1.795011
726	2.397071
727	2.698101
728	2.698101
729	2.220979
730	2.698101
731	1.467652
732	1.919949
733	2.698101
734	2.096040
735	1.442828
736	2.220979
737	1.853003
738	1.743858
739	2.698101
740	2.698101
741	1.795011
742	2.698101
743	2.698101
744	1.467652
745	1.317889
746	1.999130
747	2.397071
748	1.853003
749	2.698101
750	2.397071
751	2.397071
752	2.698101
753	2.698101
754	2.698101
755	2.698101
756	1.999130
757	2.397071
758	2.698101
759	2.397071
760	2.096040
761	2.698101
762	1.522009
763	2.698101
764	2.698101
765	2.698101
766	2.698101
767	2.698101
768	1.999130
769	2.698101
770	1.467652
771	1.154032
772	1.795011
773	2.220979
774	2.698101
775	0.982097
776	1.853003
777	2.698101
778	1.266737
779	1.397071
780	2.698101
781	1.743858
782	1.266737
783	1.656708
784	1.493981
785	1.584157
786	2.698101
787	1.522009
788	2.698101
789	2.220979
790	2.397071
791	2.698101
792	2.698101
793	2.397071
794	2.698101
795	2.698101
796	2.220979
797	2.397071
798	2.698101
799	1.999130
800	2.397071
801	2.698101
802	1.919949
803	2.698101
804	2.698101
805	2.698101
806	1.419347
807	2.698101
808	2.096040
809	2.698101
810	2.220979
811	2.698101
812	2.397071
813	2.698101
814	1.522009
815	2.698101
816	1.522009
817	1.853003
818	2.397071
819	2.698101
820	2.096040
821	2.397071
822	2.698101
823	2.698101
824	2.397071
825	2.397071
826	2.698101
827	2.220979
828	2.220979
829	2.698101
830	1.179587
831	2.698101
832	2.698101
833	2.698101
834	1.919949
835	2.096040
836	2.698101
837	2.698101
838	2.397071
839	2.096040
840	2.698101
841	1.442828
842	2.220979
843	2.698101
844	1.355678
845	1.795011
846	1.999130
847	1.698101
848	2.698101
849	2.698101
850	1.618919
851	1.584157
852	2.220979
853	2.397071
854	2.397071
855	2.698101
856	1.999130
857	2.698101
858	2.698101
859	1.795011
860	2.698101
861	2.397071
862	2.397071
863	2.397071
864	2.698101
865	1.467652
866	2.698101
867	2.096040
868	2.698101
869	2.220979
870	2.698101
871	2.698101
872	2.698101
873	2.698101
874	1.522009
875	1.026003
876	1.044888
877	1.698101
878	2.096040
879	2.698101
880	1.467652
881	2.220979
882	2.220979
883	2.397071
884	1.999130
885	1.999130
886	1.919949
887	1.522009
888	1.999130
889	1.999130
890	1.656708
891	1.999130
892	2.698101
893	1.522009
894	2.220979
895	1.919949
896	1.919949
897	1.999130
898	1.698101
899	1.795011
900	2.698101
901	2.397071
902	2.220979
903	1.999130
904	1.618919
905	2.220979
906	1.919949
907	2.397071
908	2.698101
909	2.698101
910	2.698101
911	1.584157
912	2.698101
913	2.698101
914	1.999130
915	1.584157
916	2.698101
917	2.698101
918	2.698101
919	1.999130
920	2.698101
921	2.698101
922	2.698101
923	2.397071
924	2.698101
925	1.442828
926	1.919949
927	1.919949
928	1.493981
929	2.698101
930	1.999130
931	2.698101
932	1.919949
933	2.397071
934	1.375881
935	1.795011
936	1.999130
937	2.397071
938	2.397071
939	2.698101
940	2.397071
941	1.419347
942	2.397071
943	1.999130
944	2.220979
945	2.096040
946	2.220979
947	1.397071
948	2.397071
949	1.493981
950	1.919949
951	2.397071
952	1.442828
953	2.220979
954	1.129899
955	1.355678
956	1.795011
957	2.096040
958	2.397071
959	1.397071
960	1.419347
961	2.698101
962	1.698101
963	2.698101
964	1.522009
965	1.493981
966	1.026003
967	2.698101
968	1.154032
969	2.397071
970	2.698101
971	2.698101
972	2.698101
973	2.698101
974	2.397071
975	2.698101
976	2.698101
977	2.397071
978	2.096040
979	1.919949
980	2.220979
981	1.743858
982	1.584157
983	1.999130
984	0.919949
985	1.698101
986	2.698101
987	2.220979
988	2.698101
989	2.698101
990	1.698101
991	1.266737
992	1.300161
993	1.999130
994	2.220979
995	1.419347
996	2.397071
997	2.397071
998	2.698101
999	1.853003
1000	2.220979
1001	2.220979
1002	2.397071
1003	2.698101
1004	2.698101
1005	2.698101
1006	2.698101
1007	2.220979
1008	1.795011
1009	1.283127
1010	1.919949
1011	2.397071
1012	2.698101
1013	1.698101
1014	2.220979
1015	2.220979
1016	1.999130
1017	1.795011
1018	2.698101
1019	2.698101
1020	1.551973
1021	1.656708
1022	1.853003
1023	1.853003
1024	1.743858
1025	2.096040
1026	2.698101
1027	2.698101
1028	2.698101
1029	2.698101
1030	2.220979
1031	2.698101
1032	2.698101
1033	2.698101
1034	2.220979
1035	1.698101
1036	1.743858
1037	1.795011
1038	1.493981
1039	2.220979
1040	2.397071
1041	2.698101
1042	2.698101
1043	1.618919
1044	1.551973
1045	2.698101
1046	2.698101
1047	1.919949
1048	1.919949
1049	2.698101
1050	1.300161
1051	1.999130
1052	2.220979
1053	2.220979
1054	2.397071
1055	2.096040
1056	2.698101
1057	1.853003
1058	2.397071
1059	1.999130
1060	1.584157
1061	1.795011
1062	2.698101
1063	1.795011
1064	2.397071
1065	1.999130
1066	1.698101
1067	1.919949
1068	2.220979
1069	1.795011
1070	2.698101
1071	1.656708
1072	1.656708
1073	2.698101
1074	2.698101
1075	2.096040
1076	2.397071
1077	1.919949
1078	1.026003
1079	2.220979
1080	2.096040
1081	1.493981
1082	2.397071
1083	2.698101
1084	2.698101
1085	1.442828
1086	1.192951
1087	1.551973
1088	1.129899
1089	1.795011
1090	1.999130
1091	2.397071
1092	2.698101
1093	1.656708
1094	1.743858
1095	2.096040
1096	1.250942
1097	1.999130
1098	1.919949
1099	2.698101
1100	1.192951
1101	2.698101
1102	2.698101
1103	2.698101
1104	2.698101
1105	1.493981
1106	2.698101
1107	1.397071
1108	2.698101
1109	1.085317
1110	2.698101
1111	1.999130
1112	1.919949
1113	2.698101
1114	1.919949
1115	1.853003
1116	1.355678
1117	2.220979
1118	2.220979
1119	2.698101
1120	2.397071
1121	1.551973
1122	1.493981
1123	1.743858
1124	2.698101
1125	2.397071
1126	2.698101
1127	2.698101
1128	2.220979
1129	2.698101
1130	1.999130
1131	1.698101
1132	1.999130
1133	1.999130
1134	2.096040
1135	2.698101
1136	2.397071
1137	2.397071
1138	2.397071
1139	2.096040
1140	1.795011
1141	1.919949
1142	2.220979
1143	2.397071
1144	2.698101
1145	2.397071
1146	1.493981
1147	2.698101
1148	1.795011
1149	2.698101
1150	2.220979
1151	2.096040
1152	1.999130
1153	1.355678
1154	1.919949
1155	1.795011
1156	1.375881
1157	2.220979
1158	2.698101
1159	2.698101
1160	1.853003
1161	2.698101
1162	2.698101
1163	2.698101
1164	2.698101
1165	2.698101
1166	2.698101
1167	2.698101
1168	2.397071
1169	2.698101
1170	2.698101
1171	2.220979
1172	2.220979
1173	1.656708
1174	1.999130
1175	2.220979
1176	1.795011
1177	1.795011
1178	2.698101
1179	1.698101
1180	2.698101
1181	2.698101
1182	2.698101
1183	2.096040
1184	1.743858
1185	2.698101
1186	1.999130
1187	1.618919
1188	2.698101
1189	2.220979
1190	1.129899
1191	2.698101
1192	2.698101
1193	2.698101
1194	2.698101
1195	2.220979
1196	2.397071
1197	2.220979
1198	2.698101
1199	2.698101
1200	2.698101
1201	1.698101
1202	1.919949
1203	2.698101
1204	1.795011
1205	1.795011
1206	2.698101
1207	1.853003
1208	2.698101
1209	2.220979
1210	2.397071
1211	2.698101
1212	2.220979
1213	1.698101
1214	2.698101
1215	2.220979
1216	2.698101
1217	2.698101
1218	2.397071
1219	2.698101
1220	2.698101
1221	2.698101
1222	2.397071
1223	2.397071
1224	2.397071
1225	1.853003
1226	1.795011
1227	2.397071
1228	1.743858
1229	1.618919
1230	2.698101
1231	1.698101
1232	2.698101
1233	1.551973
1234	1.419347
1235	2.698101
1236	2.397071
1237	2.698101
1238	2.096040
1239	1.192951
1240	2.220979
1241	2.698101
1242	2.220979
1243	2.698101
1244	1.999130
1245	1.853003
1246	2.698101
1247	2.096040
1248	2.096040
1249	2.397071
1250	2.397071
1251	2.698101
1252	2.698101
1253	2.397071
1254	2.397071
1255	2.698101
1256	2.698101
1257	1.656708
1258	2.096040
1259	1.656708
1260	1.551973
1261	1.618919
1262	2.096040
1263	2.220979
1264	2.397071
1265	1.618919
1266	1.999130
1267	1.999130
1268	1.336373
1269	1.795011
1270	1.999130
1271	1.795011
1272	2.220979
1273	1.656708
1274	1.336373
1275	2.397071
1276	1.656708
1277	2.698101
1278	2.397071
1279	2.096040
1280	2.096040
1281	2.220979
1282	2.698101
1283	1.999130
1284	2.698101
1285	2.397071
1286	2.220979
1287	2.096040
1288	1.656708
1289	1.397071
1290	1.618919
1291	2.397071
1292	2.698101
1293	1.919949
1294	2.698101
1295	2.096040
1296	2.220979
1297	2.698101
1298	2.698101
1299	2.096040
1300	2.698101
1301	2.220979
1302	2.698101
1303	1.919949
1304	2.220979
1305	2.698101
1306	2.698101
1307	2.096040
1308	2.397071
1309	2.397071
1310	2.220979
1311	2.096040
1312	1.336373
1313	1.419347
1314	2.698101
1315	2.698101
1316	2.220979
1317	1.743858
1318	2.698101
1319	2.698101
1320	2.698101
1321	2.698101
1322	2.698101
1323	2.698101
1324	2.096040
1325	2.397071
1326	2.096040
1327	2.220979
1328	2.096040
1329	2.220979
1330	2.698101
1331	2.698101
1332	2.096040
1333	2.698101
1334	2.698101
1335	2.220979
1336	1.166622
1337	1.656708
1338	2.397071
1339	1.467652
1340	2.096040
1341	1.522009
1342	2.698101
1343	1.795011
1344	2.220979
1345	2.698101
1346	2.220979
1347	2.698101
1348	1.551973
1349	1.853003
1350	1.795011
1351	1.656708
1352	1.618919
1353	2.698101
1354	2.698101
1355	1.743858
1356	2.220979
1357	1.618919
1358	1.743858
1359	1.551973
1360	2.698101
1361	2.698101
1362	2.698101
1363	2.698101
1364	2.698101
1365	2.220979
1366	1.656708
1367	2.698101
1368	2.698101
1369	2.397071
1370	2.220979
1371	1.795011
1372	1.698101
1373	1.999130
1374	2.397071
1375	1.419347
1376	2.220979
1377	2.220979
1378	1.743858
1379	1.853003
1380	2.220979
1381	2.096040
1382	2.220979
1383	2.397071
1384	1.743858
1385	1.656708
1386	2.220979
1387	1.551973
1388	1.743858
1389	1.795011
1390	1.795011
1391	2.397071
1392	1.999130
1393	2.698101
1394	2.220979
1395	1.618919
1396	2.096040
1397	1.795011
1398	2.096040
1399	2.698101
1400	1.919949
1401	2.698101
1402	2.220979
1403	1.919949
1404	1.442828
1405	1.743858
1406	2.096040
1407	1.397071
1408	2.096040
1409	2.698101
1410	2.698101
1411	2.698101
1412	1.698101
1413	2.397071
1414	1.999130
1415	1.999130
1416	2.220979
1417	1.999130
1418	2.096040
1419	2.698101
1420	2.698101
1421	2.698101
1422	2.698101
1423	2.698101
1424	2.397071
1425	2.698101
1426	2.698101
1427	2.698101
1428	2.698101
1429	1.999130
1430	2.698101
1431	2.698101
1432	2.397071
1433	1.584157
1434	1.853003
1435	1.698101
1436	2.698101
1437	1.999130
1438	2.698101
1439	2.698101
1440	1.919949
1441	2.698101
1442	2.698101
1443	2.698101
1444	2.698101
1445	1.853003
1446	2.220979
1447	2.096040
1448	2.698101
1449	2.698101
1450	1.795011
1451	1.206739
1452	1.442828
1453	2.698101
1454	1.999130
1455	1.795011
1456	2.698101
1457	2.698101
1458	2.096040
1459	2.698101
1460	2.698101
1461	2.698101
1462	1.919949
1463	1.999130
1464	2.698101
1465	2.096040
1466	2.698101
1467	2.698101
1468	1.999130
1469	2.698101
1470	1.656708
1471	1.493981
1472	2.698101
1473	2.397071
1474	2.397071
1475	2.698101
1476	1.795011
1477	1.419347
1478	1.698101
1479	2.698101
1480	1.919949
1481	2.397071
1482	1.999130
1483	2.698101
1484	2.397071
1485	2.220979
1486	1.493981
1487	2.698101
1488	2.698101
1489	2.397071
1490	2.397071
1491	2.698101
1492	2.698101
1493	2.698101
1494	2.698101
1495	2.397071
1496	1.656708
1497	2.698101
1498	2.698101
1499	2.096040
1500	1.698101
1501	1.795011
1502	2.698101
1503	2.698101
1504	1.919949
1505	2.397071
1506	2.220979
1507	1.999130
1508	2.698101
1509	2.698101
1510	2.397071
1511	2.220979
1512	1.743858
1513	1.250942
1514	1.698101
1515	2.096040
1516	2.220979
1517	1.999130
1518	2.397071
1519	2.698101
1520	2.096040
1521	2.698101
1522	2.397071
1523	2.698101
1524	1.656708
1525	2.397071
1526	1.795011
1527	2.698101
1528	2.397071
1529	2.698101
1530	2.698101
1531	2.698101
1532	2.397071
1533	2.397071
1534	2.096040
1535	2.397071
1536	1.551973
1537	1.999130
1538	2.698101
1539	2.096040
1540	1.618919
1541	2.698101
1542	1.919949
1543	1.584157
1544	2.698101
1545	2.698101
1546	1.698101
1547	1.919949
1548	2.698101
1549	2.397071
1550	1.999130
1551	1.919949
1552	2.698101
1553	2.698101
1554	1.919949
1555	2.698101
1556	2.220979
1557	2.397071
1558	2.698101
1559	2.397071
1560	1.919949
1561	1.999130
1562	2.698101
1563	2.220979
1564	1.919949
1565	1.919949
1566	2.698101
1567	2.220979
1568	2.096040
1569	2.698101
1570	2.698101
1571	2.698101
1572	2.397071
1573	2.698101
1574	1.999130
1575	2.220979
1576	1.743858
1577	2.096040
1578	2.698101
1579	2.096040
1580	1.698101
1581	1.919949
1582	2.397071
1583	2.698101
1584	1.551973
1585	1.698101
1586	1.919949
1587	1.743858
1588	2.397071
1589	1.999130
1590	2.698101
1591	1.919949
1592	2.220979
1593	1.743858
1594	1.853003
1595	2.397071
1596	2.096040
1597	1.467652
1598	2.220979
1599	1.999130
1600	1.999130
1601	2.096040
1602	2.220979
1603	2.397071
1604	1.853003
1605	1.853003
1606	2.698101
1607	2.096040
1608	2.698101
1609	1.551973
1610	1.656708
1611	2.698101
1612	2.698101
1613	2.220979
1614	2.397071
1615	1.743858
1616	2.698101
1617	1.522009
1618	2.698101
1619	2.397071
1620	2.698101
1621	2.698101
1622	1.853003
1623	2.096040
1624	1.656708
1625	2.698101
1626	1.999130
1627	2.698101
1628	2.397071
1629	1.919949
1630	2.698101
1631	2.397071
1632	2.698101
1633	2.698101
1634	1.853003
1635	1.618919
1636	2.698101
1637	1.853003
1638	2.397071
1639	2.698101
1640	2.698101
1641	2.220979
1642	2.096040
1643	2.698101
1644	2.698101
1645	2.698101
1646	2.698101
1647	2.698101
1648	2.698101
1649	2.698101
1650	1.743858
1651	2.698101
1652	1.493981
1653	2.698101
1654	2.220979
1655	2.220979
1656	2.698101
1657	2.698101
1658	1.853003
1659	2.698101
1660	2.698101
1661	1.493981
1662	2.698101
1663	1.743858
1664	1.919949
1665	1.743858
1666	2.096040
1667	2.698101
1668	2.698101
1669	2.698101
1670	2.698101
1671	2.096040
1672	2.698101
1673	2.397071
1674	2.698101
1675	2.698101
1676	2.397071
1677	1.618919
1678	1.698101
1679	2.397071
1680	2.698101
1681	2.698101
1682	2.096040
1683	2.698101
1684	2.698101
1685	2.698101
1686	2.698101
1687	2.698101
1688	2.698101
1689	2.397071
1690	2.698101
1691	2.698101
1692	2.698101
1693	2.220979
1694	2.397071
1695	2.220979
1696	2.698101
1697	2.698101
1698	2.698101
1699	2.698101
1700	1.919949
1701	2.698101
1702	2.698101
1703	2.397071
1704	2.698101
1705	2.698101
1706	2.698101
1707	2.698101
1708	2.698101
1709	2.698101
1710	2.698101
1711	2.397071
1712	2.698101
1713	2.220979
1714	1.698101
1715	2.698101
1716	1.743858
1717	1.584157
1718	1.853003
1719	1.584157
1720	1.999130
1721	1.919949
1722	2.698101
1723	2.698101
1724	1.795011
1725	1.999130
1726	1.698101
1727	2.698101
1728	2.698101
1729	2.698101
1730	2.698101
1731	2.397071
1732	2.698101
1733	2.698101
1734	2.698101
1735	2.698101
1736	2.698101
1737	2.698101
1738	1.743858
1739	1.919949
1740	2.698101
1741	2.397071
1742	2.698101
1743	2.698101
1744	2.397071
1745	1.355678
1746	1.584157
1747	1.853003
1748	2.698101
1749	2.698101
1750	2.698101
1751	1.795011
1752	2.698101
1753	1.743858
1754	2.698101
1755	2.698101
1756	1.743858
1757	2.698101
1758	1.919949
1759	2.397071
1760	2.698101
1761	2.698101
1762	2.698101
1763	1.853003
1764	2.698101
1765	1.743858
1766	2.698101
1767	2.698101
1768	2.698101
1769	2.698101
1770	1.795011
1771	2.698101
1772	1.493981
1773	2.698101
1774	2.397071
1775	2.096040
1776	2.220979
1777	1.999130
1778	2.698101
1779	2.096040
1780	2.698101
1781	2.698101
1782	2.698101
1783	2.220979
1784	2.698101
1785	2.698101
1786	2.698101
1787	2.698101
1788	2.698101
1789	2.698101
1790	2.698101
1791	2.698101
1792	2.698101
1793	1.795011
1794	2.397071
1795	2.397071
1796	2.698101
1797	1.618919
1798	2.397071
1799	2.220979
1800	2.698101
1801	1.397071
1802	2.698101
1803	2.096040
1804	1.795011
1805	2.096040
1806	2.220979
1807	1.999130
1808	2.698101
1809	2.698101
1810	2.698101
1811	1.743858
1812	2.698101
1813	2.698101
1814	2.698101
1815	2.698101
1816	2.698101
1817	2.698101
1818	2.698101
1819	2.698101
1820	2.698101
1821	1.999130
1822	2.698101
1823	2.698101
1824	2.397071
1825	2.698101
1826	2.698101
1827	2.698101
1828	2.698101
1829	2.698101
1830	2.698101
1831	2.698101
1832	2.397071
1833	1.853003
1834	2.397071
1835	2.698101
1836	2.698101
1837	2.698101
1838	2.698101
1839	2.698101
1840	2.397071
1841	2.698101
1842	2.698101
1843	2.397071
1844	2.397071
1845	2.698101
1846	2.698101
1847	2.397071
1848	1.999130
1849	2.397071
1850	1.698101
1851	1.853003
1852	1.419347
1853	1.795011
1854	1.467652
1855	1.493981
1856	2.397071
1857	2.698101
1858	1.919949
1859	1.584157
1860	1.743858
1861	2.698101
1862	1.698101
1863	2.397071
1864	1.618919
1865	2.397071
1866	2.397071
1867	1.656708
1868	1.493981
1869	1.999130
